index,geneDescription,pos,geneId,cluster
29,PMSCL1 Chr:4q27,1681,213226_at,G394
30,NUSAP1 Chr:15q14,2003,218039_at,G394
31,KIF4A Chr:xq13.1,2019,218355_at,G394
32,RAMP Chr:1q32.1-q32.2,2034,218585_s_at,G394
33,KIF20A Chr:5q31,2052,218755_at,G394
34,KLIP1 Chr:4q35.1,2069,218883_s_at,G394
35,TOPK Chr:8p21.2,2094,219148_at,G394
36,ASPM Chr:1q31,2178,219918_s_at,G394
37,LOC146909 Chr:17q21.31,2289,222039_at,G394
38,RACGAP1 Chr:12q13.12,2292,222077_s_at,G394
39,RAMP Chr:1q32.1-q32.2,2318,222680_s_at,G394
40,FKSG14 Chr:5p15.2-q12.3,2334,222848_at,G394
41,CDCA1 Chr:1q23.2,2377,223381_at,G394
42,XTP1 Chr:5q12.1,2704,226980_at,G394
43,--- ---,2756,227350_at,G394
44,FLJ11029 Chr:17q23.2,2878,228273_at,G394
45,AF15Q14 Chr:15q14,2882,228323_at,G394
46,KLIP1 Chr:4q35.1,3018,229305_at,G394
47,IQGAP3 Chr:1q23.1,3039,229490_s_at,G394
48,SGOL2 Chr:2q33.2,3118,230165_at,G394
49,KIF14 Chr:1pter-q31.3,3503,236641_at,G394
50,LOC283431 Chr:12q23.3,3593,238756_at,G394
1,TOP2A Chr:17q21-q22,276,201291_s_at,G395
2,TOP2A Chr:17q21-q22,277,201292_at,G395
3,RRM2 Chr:2p25-p24,344,201890_at,G395
4,KIAA0101 Chr:15q22.1,429,202503_s_at,G395
5,FOXM1 Chr:12p13,439,202580_x_at,G395
6,TYMS Chr:18p11.32,442,202589_at,G395
7,CCNB2 Chr:15q21.3,459,202705_at,G395
8,CDC20 Chr:1p34.1,486,202870_s_at,G395
9,CDC2 Chr:10q21.1,532,203213_at,G395
10,PTTG1 Chr:5q35.1,584,203554_x_at,G395
11,BUB1B Chr:15q15,617,203755_at,G395
12,DLG7 Chr:14q22.2,618,203764_at,G395
13,ZWINT Chr:10q21-q22,669,204026_s_at,G395
14,TRIP13 Chr:5p15.33,671,204033_at,G395
15,PIR51 Chr:12p13.2-p13.1,697,204146_at,G395
16,KNTC2 Chr:18p11.31,704,204162_at,G395
17,CKS2 Chr:9q22,707,204170_s_at,G395
18,ASK Chr:7q21.3,720,204244_s_at,G395
19,KIF11 Chr:10q24.1,759,204444_at,G395
20,NEK2 Chr:1q32.2-q41,801,204641_at,G395
21,TTK Chr:6q13-q21,846,204822_at,G395
22,MELK Chr:9p13.1,848,204825_at,G395
23,CENPA Chr:2p24-p21,868,204962_s_at,G395
24,CENPE Chr:4q24-q25,886,205046_at,G395
25,HMMR Chr:5q33.2-qter,1159,207165_at,G395
26,CENPF Chr:1q32-q41,1192,207828_s_at,G395
27,STK6 Chr:20q13.2-q13.3,1204,208079_s_at,G395
28,CENPF Chr:1q32-q41,1288,209172_s_at,G395
29,BUB1 Chr:2q14,1362,209642_at,G395
30,RRM2 Chr:2p25-p24,1383,209773_s_at,G395
31,TPX2 Chr:20q11.2,1429,210052_s_at,G395
32,CDC2 Chr:10q21.1,1475,210559_s_at,G395
33,FLJ10719 Chr:15q25-q26,1657,213007_at,G395
34,PMSCL1 Chr:4q27,1681,213226_at,G395
35,CCNB1 Chr:5q12,1858,214710_s_at,G395
36,PRC1 Chr:15q26.1,2002,218009_s_at,G395
37,NUSAP1 Chr:15q14,2003,218039_at,G395
38,KIF4A Chr:xq13.1,2019,218355_at,G395
39,RAMP Chr:1q32.1-q32.2,2034,218585_s_at,G395
40,KIF20A Chr:5q31,2052,218755_at,G395
41,KLIP1 Chr:4q35.1,2069,218883_s_at,G395
42,TOPK Chr:8p21.2,2094,219148_at,G395
43,ASPM Chr:1q31,2178,219918_s_at,G395
44,LOC146909 Chr:17q21.31,2289,222039_at,G395
45,RACGAP1 Chr:12q13.12,2292,222077_s_at,G395
46,RAMP Chr:1q32.1-q32.2,2318,222680_s_at,G395
47,FKSG14 Chr:5p15.2-q12.3,2334,222848_at,G395
48,HSPC150 Chr:1q32.1,2365,223229_at,G395
49,CDCA1 Chr:1q23.2,2377,223381_at,G395
50,MGC57827 ---,2562,225834_at,G395
51,XTP1 Chr:5q12.1,2704,226980_at,G395
52,--- ---,2756,227350_at,G395
53,FLJ11029 Chr:17q23.2,2878,228273_at,G395
54,AF15Q14 Chr:15q14,2882,228323_at,G395
55,CCNB1 Chr:5q12,2941,228729_at,G395
56,KLIP1 Chr:4q35.1,3018,229305_at,G395
57,IQGAP3 Chr:1q23.1,3039,229490_s_at,G395
58,SGOL2 Chr:2q33.2,3118,230165_at,G395
59,KIF14 Chr:1pter-q31.3,3503,236641_at,G395
60,LOC283431 Chr:12q23.3,3593,238756_at,G395
61,FANCD2 Chr:3p26,3751,242560_at,G395
1,TOP2A Chr:17q21-q22,276,201291_s_at,G396
2,TOP2A Chr:17q21-q22,277,201292_at,G396
3,RRM2 Chr:2p25-p24,344,201890_at,G396
4,KIAA0101 Chr:15q22.1,429,202503_s_at,G396
5,FOXM1 Chr:12p13,439,202580_x_at,G396
6,TYMS Chr:18p11.32,442,202589_at,G396
7,CCNB2 Chr:15q21.3,459,202705_at,G396
8,CDC20 Chr:1p34.1,486,202870_s_at,G396
9,CDC2 Chr:10q21.1,532,203213_at,G396
10,MAD2L1 Chr:4q27,554,203362_s_at,G396
11,PTTG1 Chr:5q35.1,584,203554_x_at,G396
12,GGH Chr:8q12.2,585,203560_at,G396
13,BUB1B Chr:15q15,617,203755_at,G396
14,DLG7 Chr:14q22.2,618,203764_at,G396
15,ZWINT Chr:10q21-q22,669,204026_s_at,G396
16,TRIP13 Chr:5p15.33,671,204033_at,G396
17,PIR51 Chr:12p13.2-p13.1,697,204146_at,G396
18,KNTC2 Chr:18p11.31,704,204162_at,G396
1,LOC136288 Chr:7p12.3,125,1557636_a_at,G398
19,CKS2 Chr:9q22,707,204170_s_at,G396
20,SMC2L1 Chr:9q31.2,719,204240_s_at,G396
21,ASK Chr:7q21.3,720,204244_s_at,G396
22,KIF11 Chr:10q24.1,759,204444_at,G396
23,CDC7 Chr:1p22,776,204510_at,G396
24,NEK2 Chr:1q32.2-q41,801,204641_at,G396
25,TTK Chr:6q13-q21,846,204822_at,G396
26,MELK Chr:9p13.1,848,204825_at,G396
2,MDH1B Chr:2q34,131,1558077_s_at,G398
3,--- Chr:22q13.2,174,1562921_at,G398
4,AK1 Chr:9q34.1,441,202587_s_at,G398
5,GALNT3 Chr:2q24-q31,560,203397_s_at,G398
6,SPA17 Chr:11q24.2,945,205406_s_at,G398
7,ZMYND10 Chr:3p21.3,1007,205714_s_at,G398
8,NME5 Chr:5q31,1076,206197_at,G398
9,RPGR Chr:xp11.4,1178,207624_s_at,G398
10,DKFZP586M1120 Chr:17p11.2,1208,208140_s_at,G398
1,LOC136288 Chr:7p12.3,125,1557636_a_at,G397
27,CENPA Chr:2p24-p21,868,204962_s_at,G396
28,CENPE Chr:4q24-q25,886,205046_at,G396
29,HMMR Chr:5q33.2-qter,1159,207165_at,G396
30,CENPF Chr:1q32-q41,1192,207828_s_at,G396
31,STK6 Chr:20q13.2-q13.3,1204,208079_s_at,G396
32,CENPF Chr:1q32-q41,1288,209172_s_at,G396
33,BUB1 Chr:2q14,1362,209642_at,G396
34,RRM2 Chr:2p25-p24,1383,209773_s_at,G396
35,TPX2 Chr:20q11.2,1429,210052_s_at,G396
11,SPAG1 Chr:8q22.2,1438,210117_at,G398
12,CGI-38 Chr:16q22.1,2067,218876_at,G398
13,CASC1 Chr:12p12.1,2197,220168_at,G398
14,FLJ23049 Chr:3q26.2,2201,220269_at,G398
15,MAK Chr:6q22,2203,220302_at,G398
16,FLJ23598 Chr:11p11.2,2208,220390_at,G398
17,FLJ22843 Chr:xp11.4,2216,220591_s_at,G398
18,DNAI2 Chr:17q25,2218,220636_at,G398
19,HSPC065 Chr:16q13,2343,222890_at,G398
2,AK1 Chr:9q34.1,441,202587_s_at,G397
3,SPAG1 Chr:8q22.2,1438,210117_at,G397
4,CASC1 Chr:12p12.1,2197,220168_at,G397
5,FLJ23049 Chr:3q26.2,2201,220269_at,G397
6,FLJ22843 Chr:xp11.4,2216,220591_s_at,G397
7,HSPC065 Chr:16q13,2343,222890_at,G397
8,LOC128344 Chr:1p13.2,2857,228100_at,G397
9,LOC144100 Chr:11p15.2-p15.1,2899,228450_at,G397
10,TSGA2 Chr:21q22.3,3107,230093_at,G397
1,LOC136288 Chr:7p12.3,125,1557636_a_at,G399
36,CDC2 Chr:10q21.1,1475,210559_s_at,G396
37,FLJ10719 Chr:15q25-q26,1657,213007_at,G396
38,PMSCL1 Chr:4q27,1681,213226_at,G396
39,CCNB1 Chr:5q12,1858,214710_s_at,G396
40,MCM5 Chr:22q13.1,1943,216237_s_at,G396
41,PRC1 Chr:15q26.1,2002,218009_s_at,G396
42,NUSAP1 Chr:15q14,2003,218039_at,G396
43,KIF4A Chr:xq13.1,2019,218355_at,G396
20,DKFZP434H0115 Chr:17q21.31,2423,223924_at,G398
21,MGC13040 Chr:11q22.2,2439,224463_s_at,G398
22,KIAA1505 Chr:7p12.3,2724,227091_at,G398
23,FLJ22490 Chr:8q13.1,2726,227105_at,G398
24,LOC128344 Chr:1p13.2,2857,228100_at,G398
25,LOC144100 Chr:11p15.2-p15.1,2899,228450_at,G398
26,C9orf24 Chr:9p13.2,2982,229012_at,G398
27,LOC132671 Chr:4q12,3022,229331_at,G398
28,FLJ23129 Chr:1p31.3,3075,229816_at,G398
11,LOC128153 Chr:1q41,3187,230763_at,G397
12,FLJ31196 Chr:17p11.2,3216,231068_at,G397
13,MGC20470 Chr:11p15.4,3217,231077_at,G397
14,C10orf79 Chr:10q25.1,3218,231084_at,G397
15,MGC35194 Chr:1p36.21,3241,231549_at,G397
16,HYDIN Chr:16q22.2,3325,232984_at,G397
17,--- ---,3426,235658_at,G397
18,FLJ32783 Chr:Xp11.23,3450,235946_at,G397
19,KIAA0266 Chr:13q12.2-q13.3,3527,237168_at,G397
2,MDH1B Chr:2q34,131,1558077_s_at,G399
3,GALNT3 Chr:2q24-q31,560,203397_s_at,G399
4,GMPR Chr:6p23,709,204187_at,G399
5,DNALI1 Chr:1p35.1,905,205186_at,G399
6,SPA17 Chr:11q24.2,945,205406_s_at,G399
7,DKFZp761O0113 Chr:4q35.1,1189,207797_s_at,G399
8,DKFZP586M1120 Chr:17p11.2,1208,208140_s_at,G399
9,SPAG1 Chr:8q22.2,1438,210117_at,G399
1,HNLF Chr:7p13,141,1558487_a_at,G400
44,RAMP Chr:1q32.1-q32.2,2034,218585_s_at,G396
45,HCAP-G Chr:4p16-p15,2040,218662_s_at,G396
46,HCAP-G Chr:4p16-p15,2041,218663_at,G396
47,KIF20A Chr:5q31,2052,218755_at,G396
48,FBXO5 Chr:6q25-q26,2066,218875_s_at,G396
49,KLIP1 Chr:4q35.1,2069,218883_s_at,G396
50,TOPK Chr:8p21.2,2094,219148_at,G396
51,ECT2 Chr:3q26.1-q26.2,2169,219787_s_at,G396
52,ASPM Chr:1q31,2178,219918_s_at,G396
53,LOC146909 Chr:17q21.31,2289,222039_at,G396
29,TSGA2 Chr:21q22.3,3107,230093_at,G398
30,LOC128153 Chr:1q41,3187,230763_at,G398
31,FLJ31196 Chr:17p11.2,3216,231068_at,G398
32,MGC20470 Chr:11p15.4,3217,231077_at,G398
33,C10orf79 Chr:10q25.1,3218,231084_at,G398
34,VEST1 Chr:8q13,3234,231380_at,G398
35,MGC35194 Chr:1p36.21,3241,231549_at,G398
36,CAPS Chr:19p13.3,3249,231729_s_at,G398
37,HYDIN Chr:16q22.2,3325,232984_at,G398
38,PF6 Chr:1p12,3340,233516_s_at,G398
39,--- ---,3426,235658_at,G398
20,DNCL2B Chr:16q23.3,3561,238116_at,G397
21,LOC146845 Chr:17p13.1,3653,239916_at,G397
22,DNAH9 Chr:17p12,3677,240857_at,G397
23,--- ---,3684,241310_at,G397
24,FLJ40873 Chr:1p31.3,32,1553635_s_at,G397
25,FLJ23129 Chr:1p31.3,42,1554140_at,G397
26,FLJ33620 Chr:3q26.2,43,1554298_a_at,G397
10,SLCO3A1 Chr:15q26,2104,219229_at,G399
11,MNS1 Chr:15q21.2,2156,219703_at,G399
12,CASC1 Chr:12p12.1,2197,220168_at,G399
13,FLJ23049 Chr:3q26.2,2201,220269_at,G399
14,MAK Chr:6q22,2203,220302_at,G399
15,FLJ23598 Chr:11p11.2,2208,220390_at,G399
16,FLJ22843 Chr:xp11.4,2216,220591_s_at,G399
17,HSPC065 Chr:16q13,2343,222890_at,G399
18,DKFZP434H0115 Chr:17q21.31,2423,223924_at,G399
19,RFX2 Chr:19p13.3-p13.2,2692,226872_at,G399
2,--- Chr:22q13.2,174,1562921_at,G400
3,AK1 Chr:9q34.1,441,202587_s_at,G400
4,GMPR Chr:6p23,709,204187_at,G400
5,DNALI1 Chr:1p35.1,905,205186_at,G400
6,DKFZP586M1120 Chr:17p11.2,1208,208140_s_at,G400
7,CGI-38 Chr:16q22.1,2067,218876_at,G400
8,MNS1 Chr:15q21.2,2156,219703_at,G400
9,EFHC1 Chr:6p12.3,2171,219833_s_at,G400
10,C10orf79 Chr:10q25.1,3218,231084_at,G400
11,KIF9 Chr:3p21.31,3229,231319_x_at,G400
12,HYDIN Chr:16q22.2,3325,232984_at,G400
54,RACGAP1 Chr:12q13.12,2292,222077_s_at,G396
55,RAMP Chr:1q32.1-q32.2,2318,222680_s_at,G396
56,FKSG14 Chr:5p15.2-q12.3,2334,222848_at,G396
57,HSPC150 Chr:1q32.1,2365,223229_at,G396
58,CDCA1 Chr:1q23.2,2377,223381_at,G396
59,MGC57827 ---,2562,225834_at,G396
60,THOC4 Chr:17q25.3,2614,226319_s_at,G396
61,XTP1 Chr:5q12.1,2704,226980_at,G396
62,NDE1 Chr:16p13.11,2745,227249_at,G396
40,FLJ32783 Chr:Xp11.23,3450,235946_at,G398
41,AAT1 Chr:3q12-q13.3,3470,236222_at,G398
42,--- ---,3481,236325_at,G398
43,LOC165186 Chr:2p23.3,3508,236717_at,G398
44,LOC129881 Chr:2q31.1,3518,236909_at,G398
45,KIAA0266 Chr:13q12.2-q13.3,3527,237168_at,G398
46,AKAP28 Chr:xq25,3533,237281_at,G398
47,DNCL2B Chr:16q23.3,3561,238116_at,G398
48,ECGF1 Chr:22q13.33,3565,238327_at,G398
49,FLJ22527 Chr:2q37.3,3577,238584_at,G398
20,DNALI1 Chr:1p35.1,2720,227081_at,G399
21,FLJ22490 Chr:8q13.1,2726,227105_at,G399
22,LOC128344 Chr:1p13.2,2857,228100_at,G399
23,LOC144100 Chr:11p15.2-p15.1,2899,228450_at,G399
24,TTC18 Chr:10q22.3,2997,229169_at,G399
25,TTC18 Chr:10q22.3,2998,229170_s_at,G399
26,FLJ23129 Chr:1p31.3,3075,229816_at,G399
27,TSGA2 Chr:21q22.3,3107,230093_at,G399
28,LOC128153 Chr:1q41,3187,230763_at,G399
13,LOC165186 Chr:2p23.3,3508,236717_at,G400
14,LOC161577 Chr:15q21.2,3779,243198_at,G400
15,FLJ40427 Chr:3p21.2,3798,243802_at,G400
16,FLJ23129 Chr:1p31.3,42,1554140_at,G400
1,HNLF Chr:7p13,141,1558487_a_at,G401
1,MDH1B Chr:2q34,131,1558077_s_at,G402
63,--- ---,2756,227350_at,G396
64,FLJ11029 Chr:17q23.2,2878,228273_at,G396
65,AF15Q14 Chr:15q14,2882,228323_at,G396
66,CCNB1 Chr:5q12,2941,228729_at,G396
67,KLIP1 Chr:4q35.1,3018,229305_at,G396
68,IQGAP3 Chr:1q23.1,3039,229490_s_at,G396
69,SGOL2 Chr:2q33.2,3118,230165_at,G396
70,KIF14 Chr:1pter-q31.3,3503,236641_at,G396
71,LOC283431 Chr:12q23.3,3593,238756_at,G396
50,--- Chr:5q22.1,3647,239776_at,G398
51,LOC146845 Chr:17p13.1,3653,239916_at,G398
52,FLJ25333 Chr:5q15,3659,240065_at,G398
53,DNAH9 Chr:17p12,3677,240857_at,G398
54,--- ---,3684,241310_at,G398
55,--- ---,3691,241470_x_at,G398
56,NYD-SP29 Chr:1p22.3,3774,243087_at,G398
57,LOC161577 Chr:15q21.2,3779,243198_at,G398
58,FLJ40427 Chr:3p21.2,3798,243802_at,G398
29,FLJ31196 Chr:17p11.2,3216,231068_at,G399
30,MGC20470 Chr:11p15.4,3217,231077_at,G399
31,C10orf79 Chr:10q25.1,3218,231084_at,G399
32,VEST1 Chr:8q13,3234,231380_at,G399
33,AAT1 Chr:3q12-q13.3,3470,236222_at,G399
34,LOC129881 Chr:2q31.1,3518,236909_at,G399
35,--- ---,3519,236915_at,G399
36,AKAP28 Chr:xq25,3533,237281_at,G399
2,--- Chr:22q13.2,174,1562921_at,G401
3,AK1 Chr:9q34.1,441,202587_s_at,G401
4,GMPR Chr:6p23,709,204187_at,G401
5,DNALI1 Chr:1p35.1,905,205186_at,G401
6,DKFZP586M1120 Chr:17p11.2,1208,208140_s_at,G401
7,CGI-38 Chr:16q22.1,2067,218876_at,G401
8,SLCO3A1 Chr:15q26,2104,219229_at,G401
9,MNS1 Chr:15q21.2,2156,219703_at,G401
10,EFHC1 Chr:6p12.3,2171,219833_s_at,G401
2,SPA17 Chr:11q24.2,945,205406_s_at,G402
3,ZMYND10 Chr:3p21.3,1007,205714_s_at,G402
4,NME5 Chr:5q31,1076,206197_at,G402
5,RPGR Chr:xp11.4,1178,207624_s_at,G402
6,CASC1 Chr:12p12.1,2197,220168_at,G402
7,FLJ22843 Chr:xp11.4,2216,220591_s_at,G402
8,DNAI2 Chr:17q25,2218,220636_at,G402
9,HSPC065 Chr:16q13,2343,222890_at,G402
10,--- ---,2644,226558_at,G402
11,KIAA1505 Chr:7p12.3,2724,227091_at,G402
72,FANCD2 Chr:3p26,3751,242560_at,G396
59,AAT1 Chr:3q12-q13.3,50,1554528_at,G398
60,FLJ40873 Chr:1p31.3,32,1553635_s_at,G398
61,FLJ23129 Chr:1p31.3,42,1554140_at,G398
62,FLJ33620 Chr:3q26.2,43,1554298_a_at,G398
37,DNCL2B Chr:16q23.3,3561,238116_at,G399
38,--- Chr:5q22.1,3647,239776_at,G399
39,LOC146845 Chr:17p13.1,3653,239916_at,G399
40,DNAH9 Chr:17p12,3677,240857_at,G399
41,--- ---,3684,241310_at,G399
42,FLJ23129 Chr:1p31.3,42,1554140_at,G399
43,FLJ40873 Chr:1p31.3,32,1553635_s_at,G399
44,AAT1 Chr:3q12-q13.3,50,1554528_at,G399
45,FLJ33620 Chr:3q26.2,43,1554298_a_at,G399
11,MAK Chr:6q22,2203,220302_at,G401
12,MGC13040 Chr:11q22.2,2439,224463_s_at,G401
13,EFHC1 Chr:6p12.3,2539,225656_at,G401
14,LOC144100 Chr:11p15.2-p15.1,2899,228450_at,G401
15,LOC132671 Chr:4q12,3022,229331_at,G401
16,FLJ23129 Chr:1p31.3,3075,229816_at,G401
17,TSGA2 Chr:21q22.3,3107,230093_at,G401
18,LOC128153 Chr:1q41,3187,230763_at,G401
19,C10orf79 Chr:10q25.1,3218,231084_at,G401
20,KIF9 Chr:3p21.31,3229,231319_x_at,G401
12,LOC128344 Chr:1p13.2,2857,228100_at,G402
13,FLJ31196 Chr:17p11.2,3216,231068_at,G402
14,VEST1 Chr:8q13,3234,231380_at,G402
15,--- ---,3426,235658_at,G402
16,--- ---,3481,236325_at,G402
17,FLJ22527 Chr:2q37.3,3577,238584_at,G402
18,--- Chr:5q22.1,3647,239776_at,G402
19,LOC146845 Chr:17p13.1,3653,239916_at,G402
20,DNAH9 Chr:17p12,3677,240857_at,G402
21,--- ---,3684,241310_at,G402
21,HYDIN Chr:16q22.2,3325,232984_at,G401
22,LOC165186 Chr:2p23.3,3508,236717_at,G401
23,--- ---,3519,236915_at,G401
24,AKAP28 Chr:xq25,3533,237281_at,G401
25,--- ---,3691,241470_x_at,G401
26,NYD-SP29 Chr:1p22.3,3774,243087_at,G401
27,LOC161577 Chr:15q21.2,3779,243198_at,G401
28,FLJ40427 Chr:3p21.2,3798,243802_at,G401
29,FLJ23129 Chr:1p31.3,42,1554140_at,G401
22,CHST5 Chr:16q22.3,3854,64900_at,G402
23,FLJ40873 Chr:1p31.3,32,1553635_s_at,G402
1,LOC136288 Chr:7p12.3,125,1557636_a_at,G403
30,FLJ33620 Chr:3q26.2,43,1554298_a_at,G401
2,MDH1B Chr:2q34,131,1558077_s_at,G403
3,AK1 Chr:9q34.1,441,202587_s_at,G403
4,DNALI1 Chr:1p35.1,905,205186_at,G403
5,SPA17 Chr:11q24.2,945,205406_s_at,G403
6,NME5 Chr:5q31,1076,206197_at,G403
7,DKFZP586M1120 Chr:17p11.2,1208,208140_s_at,G403
8,SPAG1 Chr:8q22.2,1438,210117_at,G403
9,CASC1 Chr:12p12.1,2197,220168_at,G403
10,FLJ23049 Chr:3q26.2,2201,220269_at,G403
11,MAK Chr:6q22,2203,220302_at,G403
12,FLJ23598 Chr:11p11.2,2208,220390_at,G403
13,FLJ22843 Chr:xp11.4,2216,220591_s_at,G403
14,DKFZP434H0115 Chr:17q21.31,2423,223924_at,G403
15,DNALI1 Chr:1p35.1,2720,227081_at,G403
16,FLJ23129 Chr:1p31.3,3075,229816_at,G403
17,TSGA2 Chr:21q22.3,3107,230093_at,G403
18,LOC128153 Chr:1q41,3187,230763_at,G403
19,MGC20470 Chr:11p15.4,3217,231077_at,G403
20,C10orf79 Chr:10q25.1,3218,231084_at,G403
21,--- ---,3426,235658_at,G403
22,DNCL2B Chr:16q23.3,3561,238116_at,G403
23,LOC146845 Chr:17p13.1,3653,239916_at,G403
24,DNAH9 Chr:17p12,3677,240857_at,G403
25,--- ---,3684,241310_at,G403
26,FLJ40873 Chr:1p31.3,32,1553635_s_at,G403
27,FLJ23129 Chr:1p31.3,42,1554140_at,G403
28,FLJ33620 Chr:3q26.2,43,1554298_a_at,G403
1,LOC136288 Chr:7p12.3,125,1557636_a_at,G404
2,MDH1B Chr:2q34,131,1558077_s_at,G404
3,AK1 Chr:9q34.1,441,202587_s_at,G404
4,DNALI1 Chr:1p35.1,905,205186_at,G404
5,SPA17 Chr:11q24.2,945,205406_s_at,G404
6,NME5 Chr:5q31,1076,206197_at,G404
7,DKFZP586M1120 Chr:17p11.2,1208,208140_s_at,G404
8,SPAG1 Chr:8q22.2,1438,210117_at,G404
9,CGI-38 Chr:16q22.1,2067,218876_at,G404
10,CASC1 Chr:12p12.1,2197,220168_at,G404
11,FLJ23049 Chr:3q26.2,2201,220269_at,G404
12,MAK Chr:6q22,2203,220302_at,G404
13,FLJ23598 Chr:11p11.2,2208,220390_at,G404
14,FLJ22843 Chr:xp11.4,2216,220591_s_at,G404
15,DKFZP434H0115 Chr:17q21.31,2423,223924_at,G404
16,MGC13040 Chr:11q22.2,2439,224463_s_at,G404
17,RFX2 Chr:19p13.3-p13.2,2692,226872_at,G404
18,DNALI1 Chr:1p35.1,2720,227081_at,G404
19,KIAA1505 Chr:7p12.3,2724,227091_at,G404
20,FLJ22490 Chr:8q13.1,2726,227105_at,G404
21,LOC128344 Chr:1p13.2,2857,228100_at,G404
22,LOC144100 Chr:11p15.2-p15.1,2899,228450_at,G404
23,FLJ23129 Chr:1p31.3,3075,229816_at,G404
24,TSGA2 Chr:21q22.3,3107,230093_at,G404
25,LOC128153 Chr:1q41,3187,230763_at,G404
26,FLJ31196 Chr:17p11.2,3216,231068_at,G404
27,MGC20470 Chr:11p15.4,3217,231077_at,G404
28,C10orf79 Chr:10q25.1,3218,231084_at,G404
29,MGC35194 Chr:1p36.21,3241,231549_at,G404
30,HYDIN Chr:16q22.2,3325,232984_at,G404
31,--- ---,3426,235658_at,G404
32,FLJ32783 Chr:Xp11.23,3450,235946_at,G404
33,AAT1 Chr:3q12-q13.3,3470,236222_at,G404
34,--- ---,3481,236325_at,G404
35,LOC165186 Chr:2p23.3,3508,236717_at,G404
36,LOC129881 Chr:2q31.1,3518,236909_at,G404
37,--- ---,3519,236915_at,G404
38,KIAA0266 Chr:13q12.2-q13.3,3527,237168_at,G404
39,AKAP28 Chr:xq25,3533,237281_at,G404
40,DNCL2B Chr:16q23.3,3561,238116_at,G404
41,--- Chr:5q22.1,3647,239776_at,G404
42,LOC146845 Chr:17p13.1,3653,239916_at,G404
43,FLJ25333 Chr:5q15,3659,240065_at,G404
44,DNAH9 Chr:17p12,3677,240857_at,G404
45,--- ---,3684,241310_at,G404
46,NYD-SP29 Chr:1p22.3,3774,243087_at,G404
47,FLJ40427 Chr:3p21.2,3798,243802_at,G404
48,FLJ40873 Chr:1p31.3,32,1553635_s_at,G404
49,AAT1 Chr:3q12-q13.3,50,1554528_at,G404
50,FLJ23129 Chr:1p31.3,42,1554140_at,G404
51,FLJ33620 Chr:3q26.2,43,1554298_a_at,G404
1,LOC136288 Chr:7p12.3,125,1557636_a_at,G405
2,AK1 Chr:9q34.1,441,202587_s_at,G405
3,NME5 Chr:5q31,1076,206197_at,G405
4,RPGR Chr:xp11.4,1178,207624_s_at,G405
5,DKFZP586M1120 Chr:17p11.2,1208,208140_s_at,G405
6,SPAG1 Chr:8q22.2,1438,210117_at,G405
7,CGI-38 Chr:16q22.1,2067,218876_at,G405
8,CASC1 Chr:12p12.1,2197,220168_at,G405
9,FLJ23049 Chr:3q26.2,2201,220269_at,G405
10,MAK Chr:6q22,2203,220302_at,G405
1,CDC2 Chr:10q21.1,532,203213_at,G407
1,TOP2A Chr:17q21-q22,276,201291_s_at,G408
1,LOC136288 Chr:7p12.3,125,1557636_a_at,G406
11,FLJ23598 Chr:11p11.2,2208,220390_at,G405
12,FLJ22843 Chr:xp11.4,2216,220591_s_at,G405
13,HSPC065 Chr:16q13,2343,222890_at,G405
14,DKFZP434H0115 Chr:17q21.31,2423,223924_at,G405
15,KIAA1505 Chr:7p12.3,2724,227091_at,G405
16,LOC128344 Chr:1p13.2,2857,228100_at,G405
17,LOC144100 Chr:11p15.2-p15.1,2899,228450_at,G405
18,TTC18 Chr:10q22.3,2997,229169_at,G405
19,TTC18 Chr:10q22.3,2998,229170_s_at,G405
20,TSGA2 Chr:21q22.3,3107,230093_at,G405
2,ZWINT Chr:10q21-q22,669,204026_s_at,G407
3,KIF11 Chr:10q24.1,759,204444_at,G407
4,NEK2 Chr:1q32.2-q41,801,204641_at,G407
5,TTK Chr:6q13-q21,846,204822_at,G407
6,MELK Chr:9p13.1,848,204825_at,G407
7,CENPF Chr:1q32-q41,1192,207828_s_at,G407
8,CENPF Chr:1q32-q41,1288,209172_s_at,G407
9,BUB1 Chr:2q14,1362,209642_at,G407
10,CDC2 Chr:10q21.1,1475,210559_s_at,G407
11,PMSCL1 Chr:4q27,1681,213226_at,G407
2,TOP2A Chr:17q21-q22,277,201292_at,G408
3,RRM2 Chr:2p25-p24,344,201890_at,G408
4,KIAA0101 Chr:15q22.1,429,202503_s_at,G408
5,FOXM1 Chr:12p13,439,202580_x_at,G408
6,TYMS Chr:18p11.32,442,202589_at,G408
7,CCNB2 Chr:15q21.3,459,202705_at,G408
8,CDC2 Chr:10q21.1,532,203213_at,G408
9,EZH2 Chr:7q35-q36,553,203358_s_at,G408
10,MAD2L1 Chr:4q27,554,203362_s_at,G408
2,AK1 Chr:9q34.1,441,202587_s_at,G406
3,NME5 Chr:5q31,1076,206197_at,G406
4,RPGR Chr:xp11.4,1178,207624_s_at,G406
5,DKFZP586M1120 Chr:17p11.2,1208,208140_s_at,G406
6,SPAG1 Chr:8q22.2,1438,210117_at,G406
7,CGI-38 Chr:16q22.1,2067,218876_at,G406
8,CASC1 Chr:12p12.1,2197,220168_at,G406
9,FLJ23049 Chr:3q26.2,2201,220269_at,G406
10,MAK Chr:6q22,2203,220302_at,G406
11,FLJ23598 Chr:11p11.2,2208,220390_at,G406
