index,geneDescription,pos,geneId,cluster
48,KIAA0513 Chr:16q24.1,783,204546_at,G3
49,SNAP25 Chr:20p12-p11.2,431,202507_s_at,G3
50,HPCAL4 Chr:1p34.2,2151,219671_at,G3
51,SYT13 Chr:11p12-p11,2586,226086_at,G3
52,KIAA0672 Chr:17p12,947,205414_s_at,G3
53,ATP8A2 Chr:13q12-13,2149,219659_at,G3
54,SLC12A5 Chr:20q13.12,1428,210040_at,G3
55,TAFA2 Chr:12q13.3-q14.1,3687,241399_at,G3
56,NAPB Chr:20p12.3-p11.21,2489,225111_s_at,G3
57,--- ---,3645,239765_at,G3
11,DKFZp761H2121 Chr:10q26.13,38,1553864_at,G10
12,GABRA1 Chr:5q34-q35,1117,206678_at,G10
13,KIAA1622 Chr:14q32.2,3326,233002_at,G10
14,FLJ30834 Chr:4q27,3114,230137_at,G10
15,STYK1 Chr:12p13.31,2189,220030_at,G10
16,GAD2 Chr:10p11.23,1127,206780_at,G10
17,HCN1 Chr:5p12,93,1556351_at,G10
18,UNC13C Chr:15q21.1,86,1556095_at,G10
19,NRGN Chr:11q24,685,204081_at,G10
20,SST Chr:3q28,1779,213921_at,G10
1,NKX2-2 Chr:20pter-q11.23,1138,206915_at,G11
58,PACSIN1 Chr:6p21.3,2714,227053_at,G3
59,--- ---,1884,214956_at,G3
60,--- ---,3626,239357_at,G3
61,KIAA1107 Chr:1p22.1,1811,214098_at,G3
62,KIAA0318 Chr:12q24.33,1871,214811_at,G3
63,GDA Chr:9q21.11-21.33,2427,224209_s_at,G3
64,SYNGR3 Chr:16p13,1003,205691_at,G3
65,CA11 Chr:19q13.3,1375,209726_at,G3
66,ABHD7 Chr:1p22.1,3633,239579_at,G3
21,NEF3 Chr:8p21,894,205113_at,G10
22,SLC17A7 Chr:19q13,715,204229_at,G10
23,--- ---,3740,242404_at,G10
24,CREG2 Chr:2q12.1,14,1552714_at,G10
25,--- ---,3240,231489_x_at,G10
26,CCK Chr:3p22-p21.3,1021,205827_at,G10
27,GABRA1 Chr:5q34-q35,3810,244118_at,G10
28,A2BP1 Chr:16p13.3,26,1553422_s_at,G10
29,--- ---,110,1557122_s_at,G10
30,MAL2 Chr:8q23,2452,224650_at,G10
2,SOX4 Chr:6p22.3,288,201416_at,G11
3,SOX4 Chr:6p22.3,289,201417_at,G11
4,--- ---,201,1569316_at,G11
5,SOX11 Chr:2p25,860,204913_s_at,G11
6,SOX11 Chr:2p25,861,204914_s_at,G11
7,SOX11 Chr:2p25,862,204915_s_at,G11
8,LOC148203 Chr:19p13.11,3058,229700_at,G11
9,TMSNB Chr:xq21.33-q22.3,931,205347_s_at,G11
10,ZNF300 Chr:5q33.1,2866,228144_at,G11
11,SOX4 Chr:6p22.3,1740,213668_s_at,G11
12,--- ---,2830,227921_at,G11
67,TPM3 Chr:1q21.2,2426,224164_at,G3
68,DKFZp761N1114 Chr:1q32.1,3006,229254_at,G3
69,LOC400120 Chr:13q13.2,3695,241672_at,G3
31,SYT1 Chr:12cen-q21,660,203999_at,G10
32,SYN2 Chr:3p25,1454,210247_at,G10
33,--- ---,3303,232426_at,G10
34,KIAA1644 Chr:22q13,3850,52837_at,G10
35,ARPP-21 Chr:3p22.1,2207,220359_s_at,G10
36,A2BP1 Chr:16p13.3,2235,221217_s_at,G10
37,SYT1 Chr:12cen-q21,659,203998_s_at,G10
38,DLGAP2 Chr:8p23,1452,210227_at,G10
39,UNC13C Chr:15q21.1,87,1556096_s_at,G10
40,--- ---,3166,230551_at,G10
13,--- ---,2221,220898_at,G11
14,--- ---,3313,232668_at,G11
15,MGC39325 Chr:8q12.1,2952,228790_at,G11
41,--- ---,3535,237384_x_at,G10
42,PTPN5 Chr:11p15.1,3489,236456_at,G10
43,--- ---,3709,241807_x_at,G10
44,HAPIP Chr:3q21.2,994,205635_at,G10
45,RYR2 Chr:1q42.1-q43,1800,214044_at,G10
46,GABRG2 Chr:5q31.1-q33.1,193,1568612_at,G10
47,SYN2 Chr:3p25,2984,229039_at,G10
48,KIAA0513 Chr:16q24.1,783,204546_at,G10
49,SNAP25 Chr:20p12-p11.2,431,202507_s_at,G10
50,HPCAL4 Chr:1p34.2,2151,219671_at,G10
1,ALDH1A3 Chr:15q26.3,529,203180_at,G14
51,SYT13 Chr:11p12-p11,2586,226086_at,G10
52,KIAA0672 Chr:17p12,947,205414_s_at,G10
53,ATP8A2 Chr:13q12-13,2149,219659_at,G10
54,SLC12A5 Chr:20q13.12,1428,210040_at,G10
55,TAFA2 Chr:12q13.3-q14.1,3687,241399_at,G10
56,NAPB Chr:20p12.3-p11.21,2489,225111_s_at,G10
57,--- ---,3645,239765_at,G10
58,PACSIN1 Chr:6p21.3,2714,227053_at,G10
59,--- ---,1884,214956_at,G10
60,--- ---,3626,239357_at,G10
2,MME Chr:3q25.1-q25.2,569,203434_s_at,G14
3,MEOX1 Chr:17q21,990,205619_s_at,G14
4,COL12A1 Chr:6q12-q13,3252,231766_s_at,G14
5,BMP5 Chr:6p12.1,952,205431_s_at,G14
6,THBS4 Chr:5q13,839,204776_at,G14
7,BMP5 Chr:6p12.1,951,205430_at,G14
8,COMP Chr:19p13.1,1006,205713_s_at,G14
9,--- ---,3457,236035_at,G14
10,GAS2 Chr:11p14.3-p15.2,1023,205848_at,G14
11,MST4 Chr:xq26.2,2024,218499_at,G14
1,HS6ST2 Chr:xq26.2,3100,230030_at,G1
61,KIAA1107 Chr:1p22.1,1811,214098_at,G10
62,KIAA0318 Chr:12q24.33,1871,214811_at,G10
63,GDA Chr:9q21.11-21.33,2427,224209_s_at,G10
64,SYNGR3 Chr:16p13,1003,205691_at,G10
65,CA11 Chr:19q13.3,1375,209726_at,G10
66,ABHD7 Chr:1p22.1,3633,239579_at,G10
67,TPM3 Chr:1q21.2,2426,224164_at,G10
68,DKFZp761N1114 Chr:1q32.1,3006,229254_at,G10
69,LOC400120 Chr:13q13.2,3695,241672_at,G10
12,FIBL-6 Chr:1q25.3,3449,235944_at,G14
13,38236 Chr:xq25,1598,212414_s_at,G14
14,SOSTDC1 Chr:7p21.2,1717,213456_at,G14
15,C10orf48 Chr:10p12.1,3630,239468_at,G14
16,EBF2 Chr:8p21.2,3833,244885_at,G14
17,LOC51334 Chr:5q23.2,2187,220014_at,G14
18,TNMD Chr:xq21.33-q23,2190,220065_at,G14
19,ASAM Chr:11q24.1,2684,226834_at,G14
20,--- ---,3281,232090_at,G14
21,C17 Chr:4p16-p15,2172,219837_s_at,G14
2,HS6ST2 Chr:xq26.2,21,1552767_a_at,G1
3,MOXD1 Chr:6q23.1-23.3,47,1554474_a_at,G1
4,MOXD1 Chr:6q23.1-23.3,1374,209708_at,G1
5,CHRNA1 Chr:2q24-q32,1116,206633_at,G1
6,PDE8B Chr:5q14.1,1682,213228_at,G1
7,PDE8B Chr:5q14.1,56,1554789_a_at,G1
8,GATM Chr:15q15.1,1954,216733_s_at,G1
9,GATM Chr:15q15.1,528,203178_at,G1
10,LRRN3 Chr:7q31.1,1397,209840_s_at,G1
11,LRRN3 Chr:7q31.1,1398,209841_s_at,G1
1,CDH1 Chr:16q22.1,254,201131_s_at,G13
1,BBAP Chr:3q21.1,2516,225415_at,G12
70,TMEM16C Chr:11p14.3,1904,215241_at,G10
71,STXBP1 Chr:9q34.1,388,202260_s_at,G10
72,RPIP8 Chr:17q21.31,1075,206196_s_at,G10
73,SYT4 Chr:18q12.3,2390,223529_at,G10
74,SCN3B Chr:11q24.1,823,204722_at,G10
75,CDC42 Chr:1p36.1,1823,214230_at,G10
76,MAP4 Chr:3p21,3369,235066_at,G10
77,BRUNOL4 Chr:18q12,2409,223654_s_at,G10
78,BRUNOL4 Chr:18q12,3608,238966_at,G10
22,FNDC1 Chr:6q25,2698,226930_at,G14
23,LOC83468 Chr:12q,2719,227070_at,G14
24,UNQ564 Chr:11p15.4,1976,217525_at,G14
25,CDC42EP5 Chr:19q13.42,2823,227850_x_at,G14
26,MGC45780 Chr:8p21.1,3080,229839_at,G14
12,PCDHB7 Chr:5q31,3251,231738_at,G1
13,IFI16 Chr:1q22,1087,206332_s_at,G1
14,IFI16 Chr:1q22,1259,208966_x_at,G1
15,IFI16 Chr:1q22,1258,208965_s_at,G1
16,CAMK2B Chr:7p14.3-p14.1,1416,209956_s_at,G1
17,CAMK2B Chr:7p14.3-p14.1,1464,210404_x_at,G1
18,CAMK2B Chr:7p14.3-p14.1,1522,211483_x_at,G1
19,FRZB Chr:2qter,604,203698_s_at,G1
20,FRZB Chr:2qter,603,203697_at,G1
21,EDG2 Chr:9q32,673,204036_at,G1
2,CPM Chr:12q14.3,1060,206100_at,G13
3,CDK4 Chr:12q14,387,202246_s_at,G13
4,SAS Chr:12q13.3,533,203226_s_at,G13
5,SAS Chr:12q13.3,534,203227_s_at,G13
6,GALGT Chr:12q13.3,67,1555385_at,G13
7,SLC26A10 Chr:12q13,1882,214951_at,G13
8,GALGT Chr:12q13.3,1103,206435_at,G13
9,OS-9 Chr:12q13,218,200714_x_at,G13
10,OS-9 Chr:12q13,1917,215399_s_at,G13
11,TSFM Chr:12q13-q14,1614,212656_at,G13
2,BAL Chr:3q13-q21,2364,223220_s_at,G12
3,FLJ20073 Chr:7q21.3,2914,228531_at,G12
4,IFI35 Chr:17q21,1328,209417_s_at,G12
5,TRIM14 Chr:9q31.1,524,203148_s_at,G12
6,FLJ31033 Chr:4q32.3,2867,228152_s_at,G12
7,IFI44 Chr:1p31.1,1840,214453_s_at,G12
8,FLJ20035 Chr:4q32.3,2083,218986_s_at,G12
9,ZC3HDC1 Chr:7q34,2030,218543_s_at,G12
10,--- ---,3298,232375_at,G12
11,MDA5 Chr:2p24.3-q24.3,2102,219209_at,G12
79,MYT1L Chr:2p25.3,1427,210016_at,G10
80,--- ---,3016,229300_at,G10
81,BRUNOL4 Chr:18q12,3794,243666_at,G10
82,CKMT1 Chr:15q15,462,202712_s_at,G10
83,SCN3B Chr:11q24.1,824,204723_at,G10
84,--- ---,3131,230262_at,G10
85,ARHGEF7 Chr:13q34,3770,242999_at,G10
86,NCDN Chr:1p34.3,1346,209556_at,G10
87,LOC283070 Chr:10p14,2620,226382_at,G10
88,--- ---,153,1559545_at,G10
22,EDG2 Chr:9q32,674,204037_at,G1
23,ABCA8 Chr:17q24,821,204719_at,G1
24,--- ---,2727,227140_at,G1
25,INHBA Chr:7p15-p13,1470,210511_s_at,G1
26,LRAP Chr:16,2165,219759_at,G1
27,LRAP Chr:16,2777,227462_at,G1
28,--- ---,2302,222325_at,G1
29,NCRMS Chr:12q23.1,3068,229782_at,G1
30,RPS4Y1 Chr:yp11.3,347,201909_at,G1
12,TSFM Chr:12q13-q14,1830,214331_at,G13
13,TSFM Chr:12q13-q14,1831,214332_s_at,G13
14,--- ---,194,1568706_s_at,G13
15,AVIL Chr:12q13.2,976,205539_at,G13
16,--- ---,2641,226546_at,G13
17,--- ---,3610,238999_at,G13
18,MDM2 Chr:12q14.3-q15,1550,211832_s_at,G13
19,MDM2 Chr:12q14.3-q15,1970,217373_x_at,G13
20,MGC5370 Chr:12q14.3,1977,217542_at,G13
21,MDM2 Chr:12q14.3-q15,940,205386_s_at,G13
12,DDX58 Chr:9p12,2075,218943_s_at,G12
13,STAT1 Chr:2q32.2,231,200887_s_at,G12
14,STAT1 Chr:2q32.2,3855,AFFX-HUMISGF3A/M97935_3_at,G12
15,STAT1 Chr:2q32.2,3856,AFFX-HUMISGF3A/M97935_MB_at,G12
16,STAT1 Chr:2q32.2,1419,209969_s_at,G12
17,IFRG28 Chr:3q28,2153,219684_at,G12
18,OAS1 Chr:12q24.1,981,205552_s_at,G12
19,CEB1 Chr:4q22.1-q23,2173,219863_at,G12
20,--- ---,3379,235157_at,G12
21,OAS3 Chr:12q24.2,2020,218400_at,G12
89,HMP19 Chr:5q35.2,2036,218623_at,G10
90,FLJ10156 Chr:17p13.2,3104,230076_at,G10
91,--- ---,3596,238786_at,G10
92,--- ---,1774,213904_at,G10
93,AK5 Chr:1p31,2117,219308_s_at,G10
94,--- ---,3181,230698_at,G10
95,--- ---,3646,239767_at,G10
31,EIF1AY Chr:yq11.222,749,204409_s_at,G1
32,DDX3Y Chr:yq11,878,205000_at,G1
33,DDX3X Chr:xp11.3-p11.23,879,205001_s_at,G1
34,NLGN4X Chr:xp22.33,1182,207703_at,G1
35,ZFY Chr:Yp11.3,3186,230760_at,G1
36,JARID1D Chr:yq11,1120,206700_s_at,G1
37,EIF1AY Chr:yq11.222,750,204410_at,G1
38,CYorf15B Chr:Yq11.222,1815,214131_at,G1
39,CYorf15A Chr:yq11.222,3311,232618_at,G1
40,CYorf15B Chr:yq11.222,2408,223646_s_at,G1
22,MGC5370 Chr:12q14.3,2491,225160_x_at,G13
23,MGC5370 Chr:12q14.3,3060,229711_s_at,G13
24,--- ---,3590,238733_at,G13
25,NUP107 Chr:12q14.3,2053,218768_at,G13
26,KUB3 Chr:12q13.2,2804,227678_at,G13
27,CPM Chr:12q14.3,3703,241765_at,G13
28,METTL1 Chr:12q13,670,204027_s_at,G13
29,CYP27B1 Chr:12q13.1-q13.3,1001,205676_at,G13
30,DKFZP586D0919 Chr:12q13.2,1767,213861_s_at,G13
31,LOC92979 Chr:12q13.2,2631,226454_at,G13
22,MX2 Chr:21q22.3,876,204994_at,G12
23,OAS2 Chr:12q24.2,872,204972_at,G12
24,OAS2 Chr:12q24.2,2923,228607_at,G12
25,MX1 Chr:21q22.3,368,202086_at,G12
26,C1orf29 Chr:1p31.1,758,204439_at,G12
27,OAS1 Chr:12q24.1,485,202869_at,G12
28,G1P2 Chr:1p36.33,964,205483_s_at,G12
29,EPSTI1 Chr:13q13.3,3391,235276_at,G12
30,cig5 Chr:2p25.2,1754,213797_at,G12
31,USP18 Chr:22q11.21,2103,219211_at,G12
1,ID4 Chr:6p22-p21,1307,209291_at,G16
1,SART2 Chr:6q22,2063,218854_at,G15
41,USP9Y Chr:Yq11.2,2906,228492_at,G1
42,EIF1AY Chr:Yq11.222,3826,244482_at,G1
43,CXADR Chr:21q21.1,646,203917_at,G1
44,--- ---,2619,226374_at,G1
45,ME1 Chr:6q12,680,204059_s_at,G1
46,ME1 Chr:6q12,679,204058_at,G1
47,B3GALT2 Chr:1q31,1439,210121_at,G1
48,B3GALT2 Chr:1q31,1973,217452_s_at,G1
49,MGC12458 Chr:1q44,2400,223608_at,G1
50,--- ---,1512,211200_s_at,G1
32,--- ---,3085,229917_at,G13
33,LOC92979 Chr:12q13.2,3096,230001_at,G13
34,DTX3 Chr:12q13.2,3429,235721_at,G13
35,RGS8 Chr:1q25,3830,244675_at,G13
36,CPM Chr:12q14.3,3367,235019_at,G13
37,CPM Chr:12q14.3,3428,235706_at,G13
38,LOC284058 Chr:17q21.32,2441,224489_at,G13
39,--- ---,3859,AFFX-M27830_5_at,G13
32,G1P3 Chr:1p35,752,204415_at,G12
33,IFI27 Chr:14q32,413,202411_at,G12
34,cig5 Chr:2p25.2,3754,242625_at,G12
35,LOC129607 Chr:2p25.2,2667,226702_at,G12
36,IFIT4 Chr:10q24,3035,229450_at,G12
37,FLJ20637 Chr:4q22.1,2121,219352_at,G12
38,IFIT2 Chr:10q23-q25,2675,226757_at,G12
39,IFIT1 Chr:10q25-q26,526,203153_at,G12
40,FLJ39885 Chr:7q21.3,2649,226603_at,G12
41,FLJ39885 Chr:7q21.3,3101,230036_at,G12
2,ID4 Chr:6p22-p21,1308,209292_at,G16
3,ID4 Chr:6p22-p21,2700,226933_s_at,G16
4,GPRC5B Chr:16p12,594,203632_s_at,G16
5,GPM6B Chr:xp22.2,1287,209170_s_at,G16
6,PLEKHB1 Chr:11q13.5-q14.1,1343,209504_s_at,G16
7,GPM6B Chr:Xp22.2,1284,209167_at,G16
8,GPM6B Chr:xp22.2,1285,209168_at,G16
9,GFAP Chr:17q21,580,203540_at,G16
10,GPM6B Chr:xp22.2,1286,209169_at,G16
11,S100B Chr:21q22.3,1370,209686_at,G16
2,FCGR2A Chr:1q23,586,203561_at,G15
3,KYNU Chr:2q22.3,1971,217388_s_at,G15
4,CD14 Chr:5q31.1,324,201743_at,G15
5,--- ---,1519,211429_s_at,G15
6,IFI30 Chr:19p13.1,290,201422_at,G15
7,LY96 Chr:8q13.3,1114,206584_at,G15
8,CSTA Chr:3q21,871,204971_at,G15
9,MS4A4A Chr:11q12,2145,219607_s_at,G15
10,VAMP8 Chr:2p12-p11.2,435,202546_at,G15
1,RGS4 Chr:1q23.2,736,204337_at,G17
51,GPR51 Chr:9q22.1-q22.3,1537,211679_x_at,G1
52,GPR51 Chr:9q22.1-q22.3,1963,217077_s_at,G1
53,GPR51 Chr:9q22.1-q22.3,1423,209990_s_at,G1
54,SULF2 Chr:20q12-q13.2,2456,224724_at,G1
55,SULF2 Chr:20q12-q13.2,3341,233555_s_at,G1
56,LOC150271 Chr:22q12.1,2932,228658_at,G1
57,--- Chr:22q12.1,2731,227168_at,G1
58,ENC1 Chr:5q12-q13.3,282,201340_s_at,G1
59,ENC1 Chr:5q12-q13.3,283,201341_at,G1
42,NMI Chr:2p24.3-q21.3,655,203964_at,G12
43,NOD27 Chr:16q13,2634,226474_at,G12
44,PSMB8 Chr:6p21.3,1265,209040_s_at,G12
45,PSMB9 Chr:6p21.3,726,204279_at,G12
46,TAP1 Chr:6p21.3,396,202307_s_at,G12
47,BTN3A3 Chr:6p21.3,3841,38241_at,G12
48,BST2 Chr:19p13.2,309,201641_at,G12
49,FLJ39885 Chr:7q21.3,3425,235643_at,G12
50,--- ---,3781,243271_at,G12
12,SORBS1 Chr:10q23.3-q24.1,2005,218087_s_at,G16
13,BAALC Chr:8q22.3,2071,218899_s_at,G16
14,BAALC Chr:8q22.3,2327,222780_s_at,G16
15,FEZ1 Chr:11q24.2,587,203562_at,G16
16,SOX2OT Chr:3q26.3-q27,3263,231898_x_at,G16
17,FYN Chr:6q21,1938,216033_s_at,G16
18,FYN Chr:6q21,1602,212486_s_at,G16
19,BCHE Chr:3q26.1-q26.2,953,205433_at,G16
20,PTPRZ1 Chr:7q31.3,769,204469_at,G16
11,MS4A6A Chr:11q12.1,2369,223280_x_at,G15
12,MS4A6A Chr:11q12.1,2432,224356_x_at,G15
13,SERPINA1 Chr:14q32.1,479,202833_s_at,G15
14,ALOX5AP Chr:13q12,708,204174_at,G15
15,MS4A6A Chr:11q12.1,3165,230550_at,G15
16,SLAMF8 Chr:1q23.1,2124,219386_s_at,G15
17,CTSC Chr:11q14.1-q14.3,298,201487_at,G15
18,MS4A6A Chr:11q12.1,2150,219666_at,G15
19,FCER1G Chr:1q23,716,204232_at,G15
20,TLR1 Chr:4p14,1448,210176_at,G15
2,RGS4 Chr:1q23.2,737,204339_s_at,G17
3,VSNL1 Chr:2p24.3,622,203798_s_at,G17
4,FLJ14503 Chr:xp22.13,2877,228262_at,G17
5,SLC6A15 Chr:12q21.3,1092,206376_at,G17
6,CYP4X1 Chr:1p33,2808,227702_at,G17
7,GABRA5 Chr:15q11.2-q12,1106,206456_at,G17
8,--- ---,3801,243929_at,G17
9,TRHDE Chr:12q15-q21,2180,219937_at,G17
10,NY-REN-7 Chr:5q35.3,1881,214945_at,G17
11,FLJ33708 Chr:6p24.3,94,1556366_s_at,G17
1,DTNA Chr:18q12,1012,205741_s_at,G18
60,IFITM1 Chr:11p15.5,304,201601_x_at,G1
61,IFITM1 Chr:11p15.5,1796,214022_s_at,G1
62,TNFSF10 Chr:3q26,456,202688_at,G1
63,TNFSF10 Chr:3q26,455,202687_s_at,G1
64,TNFSF10 Chr:3q26,1829,214329_x_at,G1
65,COPG2 Chr:7q32,3464,236131_at,G1
66,--- ---,133,1558170_at,G1
67,DKFZP761N09121 Chr:7,1721,213486_at,G1
68,HAPLN1 Chr:5q14.3,3201,230895_at,G1
51,TRIM22 Chr:11p15,1690,213293_s_at,G12
52,SP100 Chr:2q37.1,484,202864_s_at,G12
53,SP100 Chr:2q37.1,483,202863_at,G12
54,PLSCR1 Chr:3q23,415,202430_s_at,G12
55,PLSCR1 Chr:3q23,420,202446_s_at,G12
56,TRIM5 Chr:11p15,1481,210705_s_at,G12
57,BTN3A2 Chr:6p22.1,1400,209846_s_at,G12
58,LAP3 Chr:4p15.33,1993,217933_s_at,G12
59,PLSCR1 Chr:3q23,3715,241916_at,G12
21,PMP2 Chr:8q21.3-q22.1,1132,206826_at,G16
22,PMP2 Chr:8q21.3-q22.1,3374,235127_at,G16
23,SCRG1 Chr:4q31-q32,961,205475_at,G16
24,TRIM9 Chr:14q22.1,1401,209859_at,G16
25,LRIG1 Chr:3p14,1529,211596_s_at,G16
26,GPR56 Chr:16q13,1570,212070_at,G16
27,MGC8685 Chr:6p25,1797,214023_x_at,G16
28,HEY1 Chr:8q21,3847,44783_s_at,G16
29,ATP9A Chr:20q13.11-q13.2,1567,212062_at,G16
30,PPP2R2B Chr:5q31-5q32,1766,213849_s_at,G16
21,MSR1 Chr:8p22,1866,214770_at,G15
22,FCER1G Chr:1q23,57,1554899_s_at,G15
23,ITGB2 Chr:21q22.3,477,202803_s_at,G15
24,MS4A4A Chr:11q12,72,1555728_a_at,G15
25,C1QB Chr:1p36.3-p34.1,504,202953_at,G15
26,C1QA Chr:1p36.3-p34.1,2011,218232_at,G15
27,RNASE6 Chr:14q11.2,1730,213566_at,G15
28,C1QG Chr:1p36.11,2513,225353_s_at,G15
29,PTPRC Chr:1q31-q32,1611,212588_at,G15
12,SULT4A1 Chr:22q13.2-q13.31,2128,219425_at,G17
13,DKFZp761H2121 Chr:10q26.13,38,1553864_at,G17
14,GABRA1 Chr:5q34-q35,1117,206678_at,G17
15,KIAA1622 Chr:14q32.2,3326,233002_at,G17
16,FLJ30834 Chr:4q27,3114,230137_at,G17
17,STYK1 Chr:12p13.31,2189,220030_at,G17
18,GAD2 Chr:10p11.23,1127,206780_at,G17
19,HCN1 Chr:5p12,93,1556351_at,G17
20,UNC13C Chr:15q21.1,86,1556095_at,G17
21,NRGN Chr:11q24,685,204081_at,G17
2,NR2E1 Chr:6q21,1171,207443_at,G18
3,SLC7A11 Chr:4q28-q32,1982,217678_at,G18
4,SLC7A11 Chr:4q28-q32,1414,209921_at,G18
5,BBOX1 Chr:11p14.2,935,205363_at,G18
6,MAOB Chr:xp11.23,675,204041_at,G18
7,CA2 Chr:8q22,1310,209301_at,G18
8,AQP4 Chr:18q11.2-q12.1,1430,210066_s_at,G18
9,AQP4 Chr:18q11.2-q12.1,1431,210067_at,G18
10,ITPKB Chr:1q42.13,612,203723_at,G18
11,F3 Chr:1p22-p21,743,204363_at,G18
69,HAPLN1 Chr:5q14.3,971,205523_at,G1
70,HAPLN1 Chr:5q14.3,3120,230204_at,G1
71,POMZP3 Chr:7q11.23,698,204148_s_at,G1
72,POMZP3 Chr:7q11.23,1495,210910_s_at,G1
73,PDLIM4 Chr:5q31.1,1526,211564_s_at,G1
74,PDLIM4 Chr:5q31.1,1819,214175_x_at,G1
75,NXF Chr:11q13,44,1554299_at,G1
76,EGR4 Chr:2p13,1186,207768_at,G1
77,BTBD3 Chr:20p12.1,499,202946_s_at,G1
60,GBP1 Chr:1p22.2,389,202269_x_at,G12
61,APOBEC3G Chr:22q13.1-q13.2,711,204205_at,G12
62,GBP1 Chr:1p22.2,390,202270_at,G12
63,GBP1 Chr:1p22.2,3243,231577_s_at,G12
64,HLA-C Chr:6p21.3,1554,211911_x_at,G12
65,HLA-B Chr:6p21.3,1237,208729_x_at,G12
66,CASP1 Chr:11q23,1517,211368_s_at,G12
67,RARRES3 Chr:11q23,682,204070_at,G12
68,CASP1 Chr:11q23,13,1552703_s_at,G12
69,HLA-E Chr:6p21.3,232,200904_at,G12
31,PNMA2 Chr:8p21.1,1354,209598_at,G16
32,SLC1A2 Chr:11p13-p12,2522,225491_at,G16
33,38238 Chr:5q31,2656,226627_at,G16
34,FMN2 Chr:1q43,68,1555471_a_at,G16
35,FMN2 Chr:1q43,2403,223618_at,G16
36,ARNT2 Chr:15q24,507,202986_at,G16
37,CTNND2 Chr:5p15.2,1355,209617_s_at,G16
38,CTNND2 Chr:5p15.2,1356,209618_at,G16
39,GPM6A Chr:4q34,1337,209470_s_at,G16
40,DPP6 Chr:7q36.2-q36.3,2916,228546_at,G16
30,ITGB2 Chr:21q22.3,65,1555349_a_at,G15
31,MNDA Chr:1q22,867,204959_at,G15
32,FCGR3A Chr:1q23,663,204007_at,G15
33,LAPTM5 Chr:1p34,323,201721_s_at,G15
34,Z39IG Chr:xq12-q13.3,844,204787_at,G15
35,TYROBP Chr:19q13.1,692,204122_at,G15
36,CTSS Chr:1q21,490,202901_x_at,G15
37,RNASE2 Chr:14q24-q31,1063,206111_at,G15
38,MGC24133 Chr:1p13.2,2915,228532_at,G15
39,GPR65 Chr:14q31-q32.1,1842,214467_at,G15
22,SST Chr:3q28,1779,213921_at,G17
23,NEF3 Chr:8p21,894,205113_at,G17
24,SLC17A7 Chr:19q13,715,204229_at,G17
25,--- ---,3740,242404_at,G17
26,CREG2 Chr:2q12.1,14,1552714_at,G17
27,--- ---,3240,231489_x_at,G17
28,CCK Chr:3p22-p21.3,1021,205827_at,G17
29,GABRA1 Chr:5q34-q35,3810,244118_at,G17
30,A2BP1 Chr:16p13.3,26,1553422_s_at,G17
31,--- ---,110,1557122_s_at,G17
12,NDP Chr:xp11.4,1048,206022_at,G18
13,AQP4 Chr:18q11.2-q12.1,1432,210068_s_at,G18
14,AQP4 Chr:18q11.2-q12.1,1494,210906_x_at,G18
15,SLC1A3 Chr:5p13,476,202800_at,G18
16,MLC1 Chr:22q13.33,1704,213395_at,G18
17,CENTD1 Chr:4p15.1,1736,213618_at,G18
18,P2RY1 Chr:3q25.2,1172,207455_at,G18
19,--- ---,3266,231925_at,G18
20,FLJ25530 Chr:11q24.2,3551,238003_at,G18
78,AMY2B Chr:1p21,1225,208498_s_at,G1
79,FLRT3 Chr:20p11,2335,222853_at,G1
80,DIO2 Chr:14q24.2-q24.3,606,203700_s_at,G1
81,DIO2 Chr:14q24.2-q24.3,3228,231240_at,G1
82,DIO2 Chr:14q24.2-q24.3,605,203699_s_at,G1
83,FOLH1 Chr:11p11.2,1025,205860_x_at,G1
84,FOLH1 Chr:11p11.2,1914,215363_x_at,G1
85,FOLH1 Chr:11p11.2,1515,211303_x_at,G1
86,--- ---,3113,230135_at,G1
87,GRB10 Chr:7p12-p11.2,1504,210999_s_at,G1
70,COP Chr:11q22,12,1552701_a_at,G12
71,CASP1 Chr:11q23,1043,206011_at,G12
72,HIMAP2 Chr:7q36.1,3275,232024_at,G12
73,HCP5 Chr:6p21.3,1057,206082_at,G12
74,IFI44 Chr:1p31.1,1803,214059_at,G12
75,--- ---,3635,239587_at,G12
76,HSXIAPAF1 Chr:17p13.2,2925,228617_at,G12
77,HSXIAPAF1 Chr:17p13.2,1066,206133_at,G12
78,GBP3 Chr:1p22.2,2379,223434_at,G12
79,ARHGAP18 Chr:6q23.1,2494,225171_at,G12
41,GPM6A Chr:4q34,1336,209469_at,G16
42,LOC51760 Chr:16p13.11,2985,229053_at,G16
43,IGSF11 Chr:3q13.33,2893,228375_at,G16
44,KCNJ10 Chr:1q22-q23,2920,228581_at,G16
45,POU3F3 Chr:2q12.1,2950,228780_at,G16
46,PRTFDC1 Chr:10p12.31,2331,222803_at,G16
47,GAP43 Chr:3q13.1-q13.2,770,204471_at,G16
48,GAP43 Chr:3q13.1-q13.2,1959,216963_s_at,G16
49,SOX2 Chr:3q26.3-q27,1744,213721_at,G16
40,FCGR3A Chr:1q23,662,204006_s_at,G15
41,IMAP1 Chr:7q36.1,2,1552316_a_at,G15
42,HCK Chr:20q11-q12,1199,208018_s_at,G15
43,CTSS Chr:1q21,3310,232617_at,G15
44,HCLS1 Chr:3q13,505,202957_at,G15
